醫事機構代碼（自動）,施打站全稱（自動）,施打站縣市（自動）,施打站行政區（自動）,施打站地址（自動）,施打站經度（自動）,施打站緯度（自動）,官方提供網址（自動）,預約電話（自動）
0132110519,衛生福利部桃園醫院新屋分院,桃園市,新屋區,桃園市新屋區新屋村14鄰新福二路6號,121.107189,24.969856,"https://docs.google.com/forms/d/e/1FAIpQLSd79uux1TrY6XegF25kpPL5puiW02YCMoIfYrW_-fL_oam2sg/viewform
",03-4971989
1531071030,仁愛醫院,新北市,樹林區,新北市樹林區文化街9號,121.420039,24.987188,"http://www.rah.com.tw/index/CVD19-1.html
",02-26834567
1532011154,敏盛綜合醫院,桃園市,桃園區,桃園市桃園區經國路168號、三民路三段106號,121.30626474582398,25.017042116710456,"http://www.e-ms.com.tw/Message/MessageContents.aspx?MessageID=11108
",03-3179599
1112010519,台灣基督長老教會馬偕醫療財團法人新竹馬偕紀念醫院,新竹市,東區,新竹市東區光復路二段690號,120.990781,24.800087,"https://hcreg.mmh.org.tw/DrSch.aspx?dept=O26A&dr=O26A&drname=&Lang=C
",03-6119595
1133060019,天主教仁慈醫療財團法人仁慈醫院,新竹縣,湖口鄉,新竹縣湖口鄉孝勢村忠孝路29號,121.045458,24.900558,"https://www.mercy.org.tw/?aid=59&page_name=detail&iid=921
",03-5993500
1333050017,中國醫藥大學新竹附設醫院,新竹縣,竹北市,新竹縣竹北市興隆路一段199號,121.001988,24.824037,"http://www.cmu-hch.cmu.edu.tw/NewsInfo/NewsArticle?no=888
",03-5580558
1532040039,天成醫院,桃園市,楊梅區,桃園市楊梅區新成路196號、中山北路一段356號,121.147287,24.907634,"http://www.tcmg.com.tw/ym/register/register_1_detail.php?deptID=0089&deptName=Covid-19%E7%96%AB%E8%8B%97%E6%8E%A5%E7%A8%AE%E9%96%80%E8%A8%BA
",03-4782350
